post_order,category,file_slug,id,slug,status,yt_title,yt_description,yt_tags,youtube_video_id,youtube_url,yt_published_date,notes
224,legacy,C48_monthly-budgets-fail,C48,monthly-budgets-fail,pending,Why monthly budgets fail with variable income.,"Why monthly budgets fail with variable income.

Built for the way you actually get paid. Floor-First Budgeting for variable income.

Try Able free for 30 days: becomeable.app/get-able

#Shorts #Budgeting #VariableIncome #Freelancer #1099 #FloorFirst #InconsistentIncome #PersonalFinance #SelfEmployed #FreelanceTok","budgeting,variable income,inconsistent income,freelancer,self employed,floor first,able app,personal finance,1099,swipe →,page,monthly,budgets,fail",,,,6 slides
225,listicle,C231_list-cash-income-tips,C231,list-cash-income-tips,pending,5 tips for budgeting with cash income.,"5 tips for budgeting with cash income.

Built for the way you actually get paid. Floor-First Budgeting for variable income.

Try Able free for 30 days: becomeable.app/get-able

#Shorts #Budgeting #VariableIncome #Freelancer #1099 #FloorFirst #InconsistentIncome #PersonalFinance #SelfEmployed #FreelanceTok","budgeting,variable income,inconsistent income,freelancer,self employed,floor first,able app,personal finance,1099,5 tips,white,list,cash,income,tips",,,,7 slides
226,legacy,C50_never-you,C50,never-you,pending,The problem was never you.,"The problem was never you.

Built for the way you actually get paid. Floor-First Budgeting for variable income.

Try Able free for 30 days: becomeable.app/get-able

#Shorts #Budgeting #VariableIncome #Freelancer #1099 #FloorFirst #InconsistentIncome #PersonalFinance #SelfEmployed #FreelanceTok","budgeting,variable income,inconsistent income,freelancer,self employed,floor first,able app,personal finance,1099,swipe →,black,never",,,,6 slides
227,listicle,C228_list-stick-budget-stress-tips,C228,list-stick-budget-stress-tips,pending,5 tips for sticking with a budget through stress.,"5 tips for sticking with a budget through stress.

Built for the way you actually get paid. Floor-First Budgeting for variable income.

Try Able free for 30 days: becomeable.app/get-able

#Shorts #Budgeting #VariableIncome #Freelancer #1099 #FloorFirst #InconsistentIncome #PersonalFinance #SelfEmployed #FreelanceTok","budgeting,variable income,inconsistent income,freelancer,self employed,floor first,able app,personal finance,1099,5 tips,page,list,stick,budget,stress,tips",,,,7 slides
228,legacy,C51_cost-of-waiting,C51,cost-of-waiting,pending,"By the 30th, $500 to $1,000 is gone.","By the 30th, $500 to $1,000 is gone.

Built for the way you actually get paid. Floor-First Budgeting for variable income.

Try Able free for 30 days: becomeable.app/get-able

#Shorts #Budgeting #VariableIncome #Freelancer #1099 #FloorFirst #InconsistentIncome #PersonalFinance #SelfEmployed #FreelanceTok","budgeting,variable income,inconsistent income,freelancer,self employed,floor first,able app,personal finance,1099,swipe →,white,cost,waiting",,,,6 slides
229,listicle,C230_list-partner-on-board-tips,C230,list-partner-on-board-tips,pending,5 tips for getting your partner on board.,"5 tips for getting your partner on board.

Built for the way you actually get paid. Floor-First Budgeting for variable income.

Try Able free for 30 days: becomeable.app/get-able

#Shorts #Budgeting #VariableIncome #Freelancer #1099 #FloorFirst #InconsistentIncome #PersonalFinance #SelfEmployed #FreelanceTok","budgeting,variable income,inconsistent income,freelancer,self employed,floor first,able app,personal finance,1099,5 tips,page,list,partner,board,tips",,,,7 slides
230,legacy,C53_why-able-exists,C53,why-able-exists,pending,Why Able exists.,"Why Able exists.

Built for the way you actually get paid. Floor-First Budgeting for variable income.

Try Able free for 30 days: becomeable.app/get-able

#Shorts #Budgeting #VariableIncome #Freelancer #1099 #FloorFirst #InconsistentIncome #PersonalFinance #SelfEmployed #FreelanceTok","budgeting,variable income,inconsistent income,freelancer,self employed,floor first,able app,personal finance,1099,swipe →,glass,able,exists",,,,5 slides
231,listicle,C232_list-starting-variable-mistakes,C232,list-starting-variable-mistakes,pending,5 mistakes when starting variable-income budgeting.,"5 mistakes when starting variable-income budgeting.

Built for the way you actually get paid. Floor-First Budgeting for variable income.

Try Able free for 30 days: becomeable.app/get-able

#Shorts #Budgeting #VariableIncome #Freelancer #1099 #FloorFirst #InconsistentIncome #PersonalFinance #SelfEmployed #FreelanceTok","budgeting,variable income,inconsistent income,freelancer,self employed,floor first,able app,personal finance,1099,5 mistakes,glass-dark,list,starting,variable,mistakes",,,,7 slides
232,legacy,C52_floor-first-five-rules,C52,floor-first-five-rules,pending,Floor-First Budgeting. 5 rules.,"Floor-First Budgeting. 5 rules.

Built for the way you actually get paid. Floor-First Budgeting for variable income.

Try Able free for 30 days: becomeable.app/get-able

#Shorts #Budgeting #VariableIncome #Freelancer #1099 #FloorFirst #InconsistentIncome #PersonalFinance #SelfEmployed #FreelanceTok","budgeting,variable income,inconsistent income,freelancer,self employed,floor first,able app,personal finance,1099,swipe →,page,floor,first,five,rules",,,,7 slides
233,listicle,C233_list-empty-reserve-mistakes,C233,list-empty-reserve-mistakes,pending,6 mistakes that empty your reserve.,"6 mistakes that empty your reserve.

Built for the way you actually get paid. Floor-First Budgeting for variable income.

Try Able free for 30 days: becomeable.app/get-able

#Shorts #Budgeting #VariableIncome #Freelancer #1099 #FloorFirst #InconsistentIncome #PersonalFinance #SelfEmployed #FreelanceTok","budgeting,variable income,inconsistent income,freelancer,self employed,floor first,able app,personal finance,1099,6 mistakes,black,list,empty,reserve,mistakes",,,,8 slides
234,legacy,C54_real-fear-not-knowing,C54,real-fear-not-knowing,pending,The fear isn't money.,"The fear isn't money.

Built for the way you actually get paid. Floor-First Budgeting for variable income.

Try Able free for 30 days: becomeable.app/get-able

#Shorts #Budgeting #VariableIncome #Freelancer #1099 #FloorFirst #InconsistentIncome #PersonalFinance #SelfEmployed #FreelanceTok","budgeting,variable income,inconsistent income,freelancer,self employed,floor first,able app,personal finance,1099,swipe →,glass-dark,real,fear,knowing",,,,5 slides
235,listicle,C235_list-windfall-mistakes,C235,list-windfall-mistakes,pending,5 mistakes when handling a windfall.,"5 mistakes when handling a windfall.

Built for the way you actually get paid. Floor-First Budgeting for variable income.

Try Able free for 30 days: becomeable.app/get-able

#Shorts #Budgeting #VariableIncome #Freelancer #1099 #FloorFirst #InconsistentIncome #PersonalFinance #SelfEmployed #FreelanceTok","budgeting,variable income,inconsistent income,freelancer,self employed,floor first,able app,personal finance,1099,5 mistakes,black,list,windfall,mistakes",,,,7 slides
236,legacy,C55_freeze-to-flow,C55,freeze-to-flow,pending,From freeze to flow.,"From freeze to flow.

Built for the way you actually get paid. Floor-First Budgeting for variable income.

Try Able free for 30 days: becomeable.app/get-able

#Shorts #Budgeting #VariableIncome #Freelancer #1099 #FloorFirst #InconsistentIncome #PersonalFinance #SelfEmployed #FreelanceTok","budgeting,variable income,inconsistent income,freelancer,self employed,floor first,able app,personal finance,1099,swipe →,green,freeze,flow",,,,5 slides
237,listicle,C234_list-first-week-mistakes,C234,list-first-week-mistakes,pending,5 mistakes new app users make in the first week.,"5 mistakes new app users make in the first week.

Built for the way you actually get paid. Floor-First Budgeting for variable income.

Try Able free for 30 days: becomeable.app/get-able

#Shorts #Budgeting #VariableIncome #Freelancer #1099 #FloorFirst #InconsistentIncome #PersonalFinance #SelfEmployed #FreelanceTok","budgeting,variable income,inconsistent income,freelancer,self employed,floor first,able app,personal finance,1099,5 mistakes,glass-dark,list,first,week,mistakes",,,,7 slides
238,legacy,C56_three-steps,C56,three-steps,pending,Able in 3 steps.,"Able in 3 steps.

Built for the way you actually get paid. Floor-First Budgeting for variable income.

Try Able free for 30 days: becomeable.app/get-able

#Shorts #Budgeting #VariableIncome #Freelancer #1099 #FloorFirst #InconsistentIncome #PersonalFinance #SelfEmployed #FreelanceTok","budgeting,variable income,inconsistent income,freelancer,self employed,floor first,able app,personal finance,1099,swipe →,white,three,steps",,,,5 slides
239,listicle,C236_list-slow-streak-mistakes,C236,list-slow-streak-mistakes,pending,5 mistakes during a slow streak.,"5 mistakes during a slow streak.

Built for the way you actually get paid. Floor-First Budgeting for variable income.

Try Able free for 30 days: becomeable.app/get-able

#Shorts #Budgeting #VariableIncome #Freelancer #1099 #FloorFirst #InconsistentIncome #PersonalFinance #SelfEmployed #FreelanceTok","budgeting,variable income,inconsistent income,freelancer,self employed,floor first,able app,personal finance,1099,5 mistakes,glass-dark,list,slow,streak,mistakes",,,,7 slides
240,legacy,C57_i-am-able-to,C57,i-am-able-to,pending,I am able.,"I am able.

Built for the way you actually get paid. Floor-First Budgeting for variable income.

Try Able free for 30 days: becomeable.app/get-able

#Shorts #Budgeting #VariableIncome #Freelancer #1099 #FloorFirst #InconsistentIncome #PersonalFinance #SelfEmployed #FreelanceTok","budgeting,variable income,inconsistent income,freelancer,self employed,floor first,able app,personal finance,1099,swipe →,page,able",,,,6 slides
241,listicle,C237_list-free-spending-leak-mistakes,C237,list-free-spending-leak-mistakes,pending,5 mistakes that leak free spending.,"5 mistakes that leak free spending.

Built for the way you actually get paid. Floor-First Budgeting for variable income.

Try Able free for 30 days: becomeable.app/get-able

#Shorts #Budgeting #VariableIncome #Freelancer #1099 #FloorFirst #InconsistentIncome #PersonalFinance #SelfEmployed #FreelanceTok","budgeting,variable income,inconsistent income,freelancer,self employed,floor first,able app,personal finance,1099,5 mistakes,black,list,free,spending,leak,mistakes",,,,7 slides
242,legacy,C59_day-one-with-able,C59,day-one-with-able,pending,Day 1 with Able.,"Day 1 with Able.

Built for the way you actually get paid. Floor-First Budgeting for variable income.

Try Able free for 30 days: becomeable.app/get-able

#Shorts #Budgeting #VariableIncome #Freelancer #1099 #FloorFirst #InconsistentIncome #PersonalFinance #SelfEmployed #FreelanceTok","budgeting,variable income,inconsistent income,freelancer,self employed,floor first,able app,personal finance,1099,swipe →,glass,with,able",,,,6 slides
243,listicle,C239_list-forecast-30-day-benefits,C239,list-forecast-30-day-benefits,pending,4 benefits of seeing your forecast 30 days out.,"4 benefits of seeing your forecast 30 days out.

Built for the way you actually get paid. Floor-First Budgeting for variable income.

Try Able free for 30 days: becomeable.app/get-able

#Shorts #Budgeting #VariableIncome #Freelancer #1099 #FloorFirst #InconsistentIncome #PersonalFinance #SelfEmployed #FreelanceTok","budgeting,variable income,inconsistent income,freelancer,self employed,floor first,able app,personal finance,1099,4 benefits,green,list,forecast,benefits",,,,6 slides
244,legacy,C58_thirty-days-with-able,C58,thirty-days-with-able,pending,30 days with Able.,"30 days with Able.

Built for the way you actually get paid. Floor-First Budgeting for variable income.

Try Able free for 30 days: becomeable.app/get-able

#Shorts #Budgeting #VariableIncome #Freelancer #1099 #FloorFirst #InconsistentIncome #PersonalFinance #SelfEmployed #FreelanceTok","budgeting,variable income,inconsistent income,freelancer,self employed,floor first,able app,personal finance,1099,swipe →,black,thirty,days,with,able",,,,6 slides
245,listicle,C238_list-routing-every-deposit-benefits,C238,list-routing-every-deposit-benefits,pending,5 benefits of routing on every deposit.,"5 benefits of routing on every deposit.

Built for the way you actually get paid. Floor-First Budgeting for variable income.

Try Able free for 30 days: becomeable.app/get-able

#Shorts #Budgeting #VariableIncome #Freelancer #1099 #FloorFirst #InconsistentIncome #PersonalFinance #SelfEmployed #FreelanceTok","budgeting,variable income,inconsistent income,freelancer,self employed,floor first,able app,personal finance,1099,5 benefits,glass,list,routing,every,deposit,benefits",,,,7 slides
246,legacy,C60_snowball-or-avalanche,C60,snowball-or-avalanche,pending,Snowball or avalanche?,"Snowball or avalanche?

Built for the way you actually get paid. Floor-First Budgeting for variable income.

Try Able free for 30 days: becomeable.app/get-able

#Shorts #Budgeting #VariableIncome #Freelancer #1099 #FloorFirst #InconsistentIncome #PersonalFinance #SelfEmployed #FreelanceTok","budgeting,variable income,inconsistent income,freelancer,self employed,floor first,able app,personal finance,1099,swipe →,white,snowball,avalanche",,,,6 slides
247,listicle,C240_list-own-payroll-benefits,C240,list-own-payroll-benefits,pending,4 benefits of being your own payroll dept.,"4 benefits of being your own payroll dept.

Built for the way you actually get paid. Floor-First Budgeting for variable income.

Try Able free for 30 days: becomeable.app/get-able

#Shorts #Budgeting #VariableIncome #Freelancer #1099 #FloorFirst #InconsistentIncome #PersonalFinance #SelfEmployed #FreelanceTok","budgeting,variable income,inconsistent income,freelancer,self employed,floor first,able app,personal finance,1099,4 benefits,glass,list,payroll,benefits",,,,6 slides
248,legacy,C61_credit-utilization-hack,C61,credit-utilization-hack,pending,The biggest credit score hack.,"The biggest credit score hack.

Built for the way you actually get paid. Floor-First Budgeting for variable income.

Try Able free for 30 days: becomeable.app/get-able

#Shorts #Budgeting #VariableIncome #Freelancer #1099 #FloorFirst #InconsistentIncome #PersonalFinance #SelfEmployed #FreelanceTok","budgeting,variable income,inconsistent income,freelancer,self employed,floor first,able app,personal finance,1099,swipe →,page,credit,utilization,hack",,,,5 slides
249,legacy,C62_tax-setaside-percent,C62,tax-setaside-percent,pending,How much to set aside for taxes?,"How much to set aside for taxes?

Built for the way you actually get paid. Floor-First Budgeting for variable income.

Try Able free for 30 days: becomeable.app/get-able

#Shorts #Budgeting #VariableIncome #Freelancer #1099 #FloorFirst #InconsistentIncome #PersonalFinance #SelfEmployed #FreelanceTok","budgeting,variable income,inconsistent income,freelancer,self employed,floor first,able app,personal finance,1099,swipe →,black,setaside,percent",,,,6 slides
250,legacy,C63_emergency-fund-is-a-lie,C63,emergency-fund-is-a-lie,pending,Your emergency fund is a lie.,"Your emergency fund is a lie.

Built for the way you actually get paid. Floor-First Budgeting for variable income.

Try Able free for 30 days: becomeable.app/get-able

#Shorts #Budgeting #VariableIncome #Freelancer #1099 #FloorFirst #InconsistentIncome #PersonalFinance #SelfEmployed #FreelanceTok","budgeting,variable income,inconsistent income,freelancer,self employed,floor first,able app,personal finance,1099,swipe →,glass-dark,emergency,fund",,,,5 slides
251,legacy,C64_save-10-percent-doesnt-work,C64,save-10-percent-doesnt-work,pending,Why save 10% doesn't work.,"Why save 10% doesn't work.

Built for the way you actually get paid. Floor-First Budgeting for variable income.

Try Able free for 30 days: becomeable.app/get-able

#Shorts #Budgeting #VariableIncome #Freelancer #1099 #FloorFirst #InconsistentIncome #PersonalFinance #SelfEmployed #FreelanceTok","budgeting,variable income,inconsistent income,freelancer,self employed,floor first,able app,personal finance,1099,swipe →,green,save,percent,doesnt,work",,,,5 slides
252,legacy,C65_dti-ratio,C65,dti-ratio,pending,The number lenders care about.,"The number lenders care about.

Built for the way you actually get paid. Floor-First Budgeting for variable income.

Try Able free for 30 days: becomeable.app/get-able

#Shorts #Budgeting #VariableIncome #Freelancer #1099 #FloorFirst #InconsistentIncome #PersonalFinance #SelfEmployed #FreelanceTok","budgeting,variable income,inconsistent income,freelancer,self employed,floor first,able app,personal finance,1099,swipe →,glass,ratio",,,,5 slides
253,legacy,C66_profit-first-vs-pyf,C66,profit-first-vs-pyf,pending,Profit First or PYF?,"Profit First or PYF?

Built for the way you actually get paid. Floor-First Budgeting for variable income.

Try Able free for 30 days: becomeable.app/get-able

#Shorts #Budgeting #VariableIncome #Freelancer #1099 #FloorFirst #InconsistentIncome #PersonalFinance #SelfEmployed #FreelanceTok","budgeting,variable income,inconsistent income,freelancer,self employed,floor first,able app,personal finance,1099,swipe →,white,profit,first",,,,5 slides
254,legacy,C67_day-one-to-thirty-one-leak,C67,day-one-to-thirty-one-leak,pending,The Day 1 to Day 31 cycle.,"The Day 1 to Day 31 cycle.

Built for the way you actually get paid. Floor-First Budgeting for variable income.

Try Able free for 30 days: becomeable.app/get-able

#Shorts #Budgeting #VariableIncome #Freelancer #1099 #FloorFirst #InconsistentIncome #PersonalFinance #SelfEmployed #FreelanceTok","budgeting,variable income,inconsistent income,freelancer,self employed,floor first,able app,personal finance,1099,swipe →,page,thirty,leak",,,,6 slides
255,legacy,C68_pay-yourself-or-hobby,C68,pay-yourself-or-hobby,pending,"If you don't pay yourself, it's a hobby.","If you don't pay yourself, it's a hobby.

Built for the way you actually get paid. Floor-First Budgeting for variable income.

Try Able free for 30 days: becomeable.app/get-able

#Shorts #Budgeting #VariableIncome #Freelancer #1099 #FloorFirst #InconsistentIncome #PersonalFinance #SelfEmployed #FreelanceTok","budgeting,variable income,inconsistent income,freelancer,self employed,floor first,able app,personal finance,1099,swipe →,black,yourself,hobby",,,,5 slides
